attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,signed_as,gap_a,gap_b
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,fpr,gap,0.05139979688501922,0.04569393121429099,0.05675352380561448,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,fpr,amplification,0.7777440749132261,0.6806652323574918,0.8775032109786842,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,selection_rate,signed_gap,-0.047803663238596195,-0.050423047475737934,-0.04494490175484073,True,State,51,39,100,182377,Black-White,-0.10871015872282308,-0.060906495484226886
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,tpr,signed_gap,-0.047440547484778994,-0.05053902447633535,-0.04413372471513738,True,State,51,39,100,182377,Black-White,-0.09314877129678834,-0.04570822381200934
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,fpr,signed_gap,-0.05139979688501922,-0.05675352380561448,-0.04569393121429099,True,State,51,39,100,182377,Black-White,-0.0977183951206641,-0.04631859823564488
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,selection_rate,gap,0.05170501782356651,0.04878778756683834,0.05468398572652242,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,selection_rate,amplification,0.7823624545738624,0.7146258725218108,0.8592896385485306,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,tpr,gap,0.04952916348239178,0.04587264510235045,0.053245993972187454,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,tpr,amplification,0.7494390205472954,0.6742898505218431,0.8380575533142051,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,fpr,gap,0.05875534083082351,0.052480817797589736,0.0651405881104967,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,fpr,amplification,0.8890427777935186,0.77596846068829,1.0116924724764542,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,selection_rate,signed_gap,-0.05170501782356651,-0.05468398572652242,-0.04878778756683834,True,State,51,39,100,182377,Black-White,-0.10871015872282308,-0.05700514089925657
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,tpr,signed_gap,-0.04952916348239178,-0.05324599397218746,-0.04587264510235045,True,State,51,39,100,182377,Black-White,-0.09314877129678834,-0.043619607814396555
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a100_mb,fpr,signed_gap,-0.05875534083082351,-0.06514058811049671,-0.05248081779758974,True,State,51,39,100,182377,Black-White,-0.0977183951206641,-0.03896305428984059
